dst_port,flow_duration,Header_Length,Protocol_Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ece_flag_number,cwr_flag_number,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SSH,IRC,TCP,UDP,DHCP,ICMP,Tot_sum,Min,Max,AVG,Std,Tot_size,IAT,Number,Magnitude,Radius,Covariance,Variance,Weight,total_fwd_packets,total_bwd_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_mean,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_std,bwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_std,flow_bytes_s,flow_packets_s,fwd_iat_mean,fwd_iat_max,fwd_iat_min,fwd_iat_std,bwd_iat_mean,bwd_iat_max,bwd_iat_min,bwd_iat_std,down_up_ratio,label
4444.0,5041006.803512573,324.0,6.0,5.041006803512573,1.1902384253516978,0.7934922835677984,0.3967461417838992,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,359.0,54.0,89.0,59.833333333333336,14.288690166235206,359.0,1008201.3607025146,6.0,82.78624583830336,17.5,0.0,204.16666666666669,30.24604082107544,4.0,2.0,251.0,108.0,62.75,89.0,54.0,17.5,54.0,54.0,54.0,0.0,71.2159324502099,1.1902384253516978,1680335.6011708577,5003844.976425171,322.8187561035156,2878301.458078664,2405.1666259765625,2405.1666259765625,2405.1666259765625,0.0,0.5,Backdoor_ReverseShell
4444.0,6356.391438146881,108.0,6.0,0.006356391438146824,314.64398043604655,157.32199021802327,157.32199021802327,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,54.0,54.0,54.0,0.0,108.0,6356.391438146881,2.0,76.36753236814714,0.0,0.0,0.0,0.012712782876293714,1.0,1.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,16990.774943546516,314.64398043604655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Backdoor_ReverseShell
4444.0,15419231.810375147,378.0,6.0,15.419231810375146,0.4539785249108757,0.32427037493633976,0.1297081499745359,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.4992890741633,54.0,90.49928907416333,59.2141841534519,13.795434560127587,414.4992890741633,2569871.9683958576,7.0,81.69257577962881,16.322978300048913,0.0,190.34972891627473,107.93462267262603,5.0,2.0,306.4992890741633,108.0,61.29985781483266,90.49928907416333,54.0,16.322978300048913,54.0,54.0,54.0,0.0,26.881972087261076,0.4539785249108757,3854807.952593787,10407459.650728945,261.1211752234033,4964219.699799133,2444.7947772287816,2444.7947772287816,2444.7947772287816,0.0,0.4,Backdoor_ReverseShell
4444.0,4774.369928784971,108.0,6.0,0.004774369928784882,418.9034580356213,209.45172901781066,209.45172901781066,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,54.0,54.0,54.0,0.0,108.0,4774.369928784971,2.0,76.36753236814714,0.0,0.0,0.0,0.009548739857569865,1.0,1.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,22620.786733923553,418.9034580356213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Backdoor_ReverseShell
4444.0,5265.979209535615,108.0,6.0,0.005265979209535604,379.79641065294084,189.8982053264704,189.8982053264704,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,54.0,54.0,54.0,0.0,108.0,5265.979209535615,2.0,76.36753236814714,0.0,0.0,0.0,0.010531958419071208,1.0,1.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,20509.0061752588,379.79641065294084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Backdoor_ReverseShell
4444.0,14627107.28738195,378.0,6.0,14.627107287381952,0.4785635254452909,0.34183108960377917,0.13673243584151162,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,415.0,54.0,91.0,59.285714285714285,13.984685501341408,415.0,2437851.2145636585,7.0,81.76771979210378,16.546903033498445,0.0,195.57142857142856,102.38975101167365,5.0,2.0,307.0,108.0,61.4,91.0,54.0,16.546903033498445,54.0,54.0,54.0,0.0,28.371980437113677,0.4785635254452909,3656776.8218454877,9615992.379965527,322.13290860932875,4619560.905408299,4851.873738643097,4851.873738643097,4851.873738643097,0.0,0.4,Backdoor_ReverseShell
4444.0,15262783.056050174,378.0,6.0,15.262783056050175,0.458631955363808,0.3275942538312915,0.13103770153251657,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.7210619239265,54.0,90.72106192392653,59.24586598913236,13.879256818416088,414.7210619239265,2543797.1760083623,7.0,81.72585826045618,16.422158133575785,0.0,192.66250292094804,106.8394813923512,5.0,2.0,306.7210619239265,108.0,61.3442123847853,90.72106192392653,54.0,16.422158133575785,54.0,54.0,54.0,0.0,27.172045221107783,0.458631955363808,3815695.7640125435,10252420.435651282,232.13690354516942,4896496.216695551,2650.6579165242656,2650.6579165242656,2650.6579165242656,0.0,0.4,Backdoor_ReverseShell
4444.0,6338.489077888231,108.0,6.0,0.006338489077888191,315.53261688150315,157.76630844075157,157.76630844075157,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,54.0,54.0,54.0,0.0,108.0,6338.489077888231,2.0,76.36753236814714,0.0,0.0,0.0,0.012676978155776395,1.0,1.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,17038.761311601167,315.53261688150315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Backdoor_ReverseShell
4444.0,15427233.467438534,378.0,6.0,15.427233467438535,0.45374309039263266,0.3241022074233091,0.12964088296932358,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.0995465128088,54.0,90.09954651280877,59.1570780732584,13.644346073585854,414.0995465128088,2571205.5779064223,7.0,81.63258455821295,16.14420799191118,0.0,186.1809850621487,107.99063427206974,5.0,2.0,306.0995465128088,108.0,61.21990930256176,90.09954651280877,54.0,16.14420799191118,54.0,54.0,54.0,0.0,26.842109792857222,0.45374309039263266,3856808.3668596335,10415846.576504897,287.0582368570199,4968000.466905838,77120.7189253052,77120.7189253052,77120.7189253052,0.0,0.4,Backdoor_ReverseShell
4444.0,15392412.766463228,378.0,6.0,15.392412766463227,0.4547695107817998,0.32483536484414277,0.12993414593765706,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.20638433122934,54.0,90.20638433122933,59.17234061874705,13.684726973322638,414.20638433122934,2565402.1277438714,7.0,81.64870333431175,16.191987316822413,0.0,187.40852454978744,107.7468893652426,5.0,2.0,306.20638433122934,108.0,61.24127686624587,90.20638433122933,54.0,16.191987316822413,54.0,54.0,54.0,0.0,26.909772707362247,0.4547695107817998,3848103.191615807,10379727.883955378,282.5081568599859,4951775.2806531,3993.655085086751,3993.655085086751,3993.655085086751,0.0,0.4,Backdoor_ReverseShell
4444.0,14726086.38285957,378.0,6.0,14.72608638285957,0.4753469436279828,0.33953353116284485,0.13581341246513792,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,414.5236005471526,54.0,90.52360054715261,59.2176572210218,13.80462343320406,414.5236005471526,2454347.730476595,7.0,81.69622431521157,16.33385072129635,0.0,190.60326284887725,103.082604680017,5.0,2.0,306.5236005471526,108.0,61.30472010943052,90.52360054715261,54.0,16.33385072129635,54.0,54.0,54.0,0.0,28.148937394268888,0.4753469436279828,3681521.5957148927,9712631.582816005,269.8765087943396,4660664.307658296,7309.402690144159,7309.402690144159,7309.402690144159,0.0,0.4,Backdoor_ReverseShell
